N,Iterative,Dynamic Programming,Recursive
82,0.000021,0.000176,-
83,0.000022,0.000165,-
84,0.000035,0.000219,-
85,0.000022,0.000171,-
86,0.000052,0.000206,-
87,0.000023,0.000175,-
88,0.000023,0.000189,-
89,0.000024,0.000190,-
90,0.000025,0.000202,-
91,0.000024,0.000194,-
92,0.000033,0.000179,-
93,0.000025,0.000187,-
94,0.000038,0.000262,-
95,0.000025,0.000188,-
96,0.000027,0.000204,-
97,0.000044,0.000217,-
98,0.000028,0.000213,-
99,0.000028,0.000210,-
100,0.000029,0.000212,-
101,0.000029,0.000275,-
102,0.000030,0.000242,-
103,0.000029,0.000213,-
104,0.000030,0.000224,-
105,0.000030,0.000232,-
106,0.000031,0.000230,-
107,0.000043,0.000233,-
108,0.000031,0.000239,-
109,0.000032,0.000245,-
110,0.000032,0.000245,-
111,0.000054,0.000321,-
112,0.000034,0.000236,-
113,0.000034,0.000313,-
114,0.000076,0.000251,-
115,0.000037,0.000262,-
116,0.000037,0.000269,-
117,0.000038,0.000260,-
118,0.000058,0.000295,-
119,0.000038,0.000284,-
120,0.000064,0.000294,-
121,0.000039,0.000264,-
122,0.000039,0.000261,-
123,0.000066,0.000356,-
124,0.000041,0.000323,-
125,0.000041,0.000277,-
126,0.000067,0.000393,-
127,0.000043,0.000314,-
128,0.000059,0.000318,-
129,0.000067,0.000417,-
130,0.000043,0.000309,-
131,0.000046,0.000311,-
132,0.000076,0.000439,-
133,0.000046,0.000321,-
134,0.000052,0.000317,-
135,0.000047,0.000342,-
136,0.000048,0.000337,-
137,0.000048,0.000333,-
138,0.000051,0.000447,-
139,0.000050,0.000334,-
140,0.000051,0.000326,-
141,0.000048,0.000427,-
142,0.000059,0.000350,-
143,0.000053,0.000346,-
144,0.000051,0.000439,-
145,0.000054,0.000358,-
146,0.000077,0.000694,-
147,0.000053,0.000344,-
148,0.000058,0.000366,-
149,0.000056,0.000630,-
150,0.000055,0.000364,-
151,0.000057,0.000365,-
152,0.000058,0.000374,-
153,0.000058,0.000372,-
154,0.000059,0.000372,-
155,0.000060,0.000371,-
156,0.000079,0.000400,-
157,0.000102,0.000449,-
158,0.000098,0.000391,-
159,0.000064,0.000414,-
160,0.000095,0.000626,-
161,0.000105,0.000566,-
162,0.000066,0.000406,-
163,0.000096,0.000674,-
164,0.000081,0.000443,-
165,0.000077,0.000562,-
166,0.000109,0.000502,-
167,0.000118,0.000413,-
168,0.000070,0.000450,-
169,0.000198,0.000526,-
170,0.000076,0.000455,-
171,0.000072,0.000450,-
172,0.000076,0.000647,-
173,0.000124,0.000546,-
174,0.000072,0.000461,-
175,0.000074,0.000498,-
176,0.000073,0.000462,-
177,0.000173,0.000625,-
178,0.000116,0.000518,-
179,0.000079,0.000478,-
180,0.000079,0.000490,-
181,0.000081,0.000511,-
182,0.000082,0.000520,-
183,0.000081,0.000491,-
184,0.000099,0.000477,-
185,0.000085,0.000548,-
186,0.000085,0.000547,-
187,0.000084,0.000500,-
188,0.000087,0.000574,-
189,0.000157,0.000808,-
190,0.000142,0.000745,-
191,0.000097,0.000607,-
192,0.000089,0.000551,-
193,0.000091,0.000531,-
194,0.000089,0.000519,-
195,0.000091,0.000551,-
196,0.000095,0.000557,-
197,0.000090,0.000561,-
198,0.000092,0.000547,-
199,0.000092,0.000648,-
200,0.000093,0.000556,-
201,0.000098,0.000580,-
202,0.000097,0.000569,-
203,0.000098,0.000570,-
204,0.000149,0.000655,-
205,0.000098,0.000623,-
206,0.000098,0.000588,-
207,0.000154,0.000629,-
208,0.000099,0.000576,-
209,0.000100,0.000591,-
210,0.000131,0.000601,-
211,0.000101,0.000596,-
212,0.000105,0.000597,-
213,0.000105,0.000662,-
214,0.000105,0.000600,-
215,0.000107,0.000626,-
216,0.000107,0.000658,-
217,0.000113,0.000615,-
218,0.000110,0.000634,-
219,0.000109,0.000631,-
220,0.000187,0.000721,-
221,0.000176,0.000704,-
222,0.000127,0.000795,-
223,0.000115,0.000690,-
224,0.000189,0.000887,-
225,0.000211,0.001067,-
226,0.000120,0.000694,-
227,0.000178,0.001005,-
228,0.000194,0.000852,-
229,0.000196,0.001058,-
230,0.000207,0.000941,-
231,0.000177,0.000984,-
232,0.000235,0.000798,-
233,0.000222,0.000943,-
234,0.000134,0.000716,-
235,0.000217,0.001045,-
236,0.000216,0.000759,-
237,0.000130,0.000733,-
238,0.000132,0.000776,-
239,0.000133,0.000792,-
240,0.000140,0.000779,-
241,0.000134,0.000740,-
242,0.000205,0.001144,-
243,0.000141,0.000804,-
244,0.000223,0.001196,-
245,0.000139,0.000763,-
246,0.000136,0.000785,-
247,0.000140,0.000788,-
248,0.000143,0.000783,-
249,0.000143,0.000790,-
250,0.000205,0.000782,-
251,0.000148,0.000815,-
252,0.000144,0.000796,-
253,0.000147,0.000804,-
254,0.000146,0.000818,-
255,0.000161,0.000869,-
256,0.000153,0.000838,-
257,0.000151,0.000819,-
258,0.000166,0.001183,-
259,0.000153,0.000870,-
260,0.000156,0.000851,-
261,0.000170,0.001061,-
262,0.000156,0.000850,-
263,0.000157,0.000842,-
264,0.000176,0.000932,-
265,0.000159,0.000856,-
266,0.000166,0.000893,-
267,0.000211,0.000948,-
268,0.000164,0.000904,-
269,0.000161,0.000882,-
270,0.000187,0.000979,-
271,0.000166,0.000938,-
272,0.000168,0.000913,-
273,0.000288,0.001205,-
274,0.000169,0.000933,-
275,0.000172,0.000949,-
276,0.000173,0.000992,-
277,0.000175,0.001107,-
278,0.000197,0.000983,-
279,0.000175,0.000939,-
280,0.000267,0.001147,-
281,0.000178,0.000929,-
282,0.000180,0.000951,-
283,0.000182,0.000968,-
284,0.000178,0.001000,-
285,0.000184,0.001185,-
286,0.000187,0.000991,-
287,0.000186,0.001076,-
288,0.000187,0.001051,-
289,0.000198,0.001017,-
290,0.000217,0.001001,-
291,0.000198,0.001036,-
292,0.000190,0.000994,-
293,0.000193,0.001039,-
294,0.000194,0.001071,-
295,0.000189,0.001022,-
296,0.000196,0.001031,-
297,0.000196,0.001138,-
298,0.000197,0.001081,-
299,0.000197,0.001043,-
300,0.000425,0.001404,-
301,0.000279,0.001087,-
302,0.000204,0.001074,-
303,0.000202,0.001087,-
304,0.000205,0.001195,-
305,0.000206,0.001085,-
306,0.000225,0.001125,-
307,0.000443,0.001553,-
308,0.000222,0.001100,-
309,0.000372,0.001118,-
310,0.000215,0.001140,-
311,0.000256,0.001245,-
312,0.000212,0.001103,-
313,0.000222,0.001119,-
314,0.000309,0.001191,-
315,0.000212,0.001156,-
316,0.000218,0.001103,-
317,0.000219,0.001263,-
318,0.000221,0.001375,-
319,0.000238,0.001160,-
320,0.000222,0.001178,-
321,0.000478,0.001557,-
322,0.000261,0.001232,-
323,0.000226,0.001173,-
324,0.000224,0.001169,-
325,0.000229,0.001261,-
326,0.000228,0.001171,-
327,0.000295,0.001192,-
328,0.000362,0.001400,-
329,0.000229,0.001192,-
330,0.000235,0.001210,-
331,0.000235,0.001216,-
332,0.000235,0.001494,-
333,0.000241,0.001236,-
334,0.000240,0.001237,-
335,0.000609,0.001416,-
336,0.000243,0.001238,-
337,0.000246,0.001317,-
338,0.000244,0.001240,-
339,0.000562,0.001690,-
340,0.000249,0.001335,-
341,0.000252,0.001311,-
342,0.000252,0.001317,-
343,0.000276,0.001619,-
344,0.000257,0.001318,-
345,0.000258,0.001383,-
346,0.000259,0.001313,-
347,0.000254,0.001474,-
348,0.000263,0.001389,-
349,0.000262,0.001346,-
350,0.000271,0.001359,-
351,0.000264,0.001606,-
352,0.000272,0.001365,-
353,0.000297,0.001420,-
354,0.000272,0.001395,-
355,0.000271,0.001621,-
356,0.000272,0.001409,-
357,0.000330,0.001408,-
358,0.000276,0.001388,-
359,0.000297,0.001689,-
360,0.000396,0.001517,-
361,0.000283,0.001486,-
362,0.000282,0.001447,-
363,0.000288,0.001602,-
364,0.000286,0.001491,-
365,0.000421,0.001448,-
366,0.000293,0.001505,-
367,0.000378,0.001557,-
368,0.000294,0.001497,-
369,0.000342,0.001482,-
370,0.000296,0.001484,-
371,0.000306,0.001566,-
372,0.000295,0.001619,-
373,0.000306,0.001532,-
374,0.000300,0.001557,-
375,0.000441,0.001752,-
376,0.000303,0.001676,-
377,0.000304,0.001543,-
378,0.000305,0.001548,-
379,0.000311,0.001627,-
380,0.000330,0.001648,-
381,0.000310,0.001564,-
382,0.000309,0.001563,-
383,0.000316,0.001656,-
384,0.000319,0.001748,-
385,0.000417,0.001632,-
386,0.000318,0.001595,-
387,0.000332,0.001615,-
388,0.000502,0.001778,-
389,0.000313,0.001692,-
390,0.000347,0.001911,-
391,0.000327,0.001641,-
392,0.000330,0.001920,-
393,0.000494,0.003762,-
394,0.000343,0.001960,-
395,0.000340,0.001883,-
396,0.000340,0.001769,-
397,0.000352,0.001734,-
398,0.000380,0.001793,-
399,0.000384,0.001742,-
400,0.000501,0.001722,-
401,0.000428,0.002485,-
402,0.000356,0.001890,-
403,0.000590,0.002023,-
404,0.000365,0.002067,-
405,0.000590,0.002703,-
406,0.000594,0.002087,-
407,0.000370,0.001787,-
408,0.000360,0.002626,-
409,0.000356,0.002103,-
410,0.000551,0.001863,-
411,0.000380,0.001849,-
412,0.000447,0.002028,-
413,0.000369,0.001898,-
414,0.000421,0.002057,-
415,0.000483,0.002096,-
416,0.000379,0.002048,-
417,0.000509,0.001985,-
418,0.000378,0.001839,-
419,0.000562,0.002090,-
420,0.000448,0.002438,-
421,0.000397,0.001905,-
422,0.000452,0.002678,-
423,0.000380,0.001901,-
424,0.000383,0.001979,-
425,0.000615,0.001975,-
426,0.000405,0.002246,-
427,0.000404,0.002514,-
428,0.000443,0.002036,-
429,0.000391,0.002106,-
430,0.000396,0.001972,-
431,0.000390,0.001990,-
432,0.000403,0.002017,-
433,0.000479,0.002165,-
434,0.000402,0.002136,-
435,0.000404,0.001976,-
436,0.000408,0.002061,-
437,0.000409,0.002030,-
438,0.000413,0.002055,-
439,0.000411,0.002035,-
440,0.000418,0.002163,-
441,0.000407,0.002137,-
442,0.000419,0.002061,-
443,0.000439,0.002107,-
444,0.000417,0.002302,-
445,0.000425,0.002101,-
446,0.000422,0.002143,-
447,0.000647,0.002095,-
448,0.000699,0.003009,-
449,0.000428,0.002367,-
450,0.000424,0.002189,-
451,0.000427,0.002127,-
452,0.000433,0.002199,-
453,0.000436,0.002135,-
454,0.000437,0.002163,-
455,0.000589,0.002198,-
456,0.000441,0.002788,-
457,0.000445,0.002458,-
458,0.000444,0.002248,-
459,0.000542,0.002229,-
460,0.000451,0.002177,-
461,0.000488,0.002367,-
462,0.000464,0.002331,-
463,0.000749,0.002836,-
464,0.000459,0.002302,-
465,0.000484,0.002263,-
466,0.000452,0.002721,-
467,0.000509,0.002668,-
468,0.000457,0.002474,-
469,0.000631,0.002351,-
470,0.000484,0.002336,-
471,0.000478,0.003083,-
472,0.000475,0.002372,-
473,0.000476,0.002370,-
474,0.000492,0.002333,-
475,0.000478,0.002354,-
476,0.000726,0.002614,-
477,0.000475,0.002546,-
478,0.000475,0.002483,-
479,0.000479,0.002663,-
480,0.000477,0.002391,-
481,0.000512,0.002562,-
482,0.000512,0.002424,-
483,0.000504,0.002543,-
484,0.000539,0.002407,-
485,0.000497,0.002497,-
486,0.000652,0.002471,-
487,0.000681,0.002506,-
488,0.000561,0.002753,-
489,0.000507,0.003104,-
490,0.000497,0.002832,-
491,0.000500,0.002812,-
492,0.000513,0.002575,-
493,0.000506,0.002539,-
494,0.000525,0.002527,-
495,0.000526,0.002505,-
496,0.000792,0.002574,-
497,0.000527,0.002626,-
498,0.000530,0.002634,-
499,0.000523,0.002614,-
500,0.000531,0.002566,-
501,0.000535,0.002724,-
502,0.000537,0.002617,-
503,0.000554,0.002926,-
504,0.000543,0.002570,-
505,0.000652,0.002761,-
506,0.000641,0.002676,-
507,0.000686,0.002833,-
508,0.000553,0.003086,-
509,0.000638,0.003341,-
510,0.000559,0.002959,-
511,0.000563,0.003169,-
512,0.000553,0.002943,-
513,0.000555,0.002934,-
514,0.000558,0.002885,-
515,0.000560,0.002836,-
516,0.000568,0.003429,-
517,0.000563,0.002975,-
518,0.000552,0.003521,-
519,0.000579,0.003064,-
520,0.000837,0.004001,-
521,0.000901,0.003072,-
522,0.000589,0.002927,-
523,0.000579,0.002840,-
524,0.000586,0.002804,-
525,0.000576,0.003156,-
526,0.000628,0.002877,-
527,0.000639,0.002933,-
528,0.000627,0.002874,-
529,0.000596,0.002875,-
530,0.000594,0.002887,-
531,0.000598,0.002941,-
532,0.000593,0.002853,-
533,0.000607,0.002952,-
534,0.000630,0.002903,-
535,0.000624,0.003120,-
536,0.000613,0.003665,-
537,0.000607,0.004113,-
538,0.000633,0.002988,-
539,0.000618,0.003459,-
540,0.000617,0.003047,-
541,0.000624,0.003069,-
542,0.000619,0.003125,-
543,0.000631,0.003171,-
544,0.000630,0.003058,-
545,0.000709,0.003021,-
546,0.000660,0.003476,-
547,0.000627,0.003125,-
548,0.000635,0.003103,-
549,0.000638,0.003080,-
550,0.000695,0.003969,-
551,0.000645,0.003221,-
552,0.000648,0.003348,-
553,0.000799,0.003207,-
554,0.000963,0.003372,-
555,0.000726,0.003215,-
556,0.000653,0.003351,-
557,0.000737,0.003227,-
558,0.000658,0.003821,-
559,0.001037,0.003683,-
560,0.000805,0.003252,-
561,0.000666,0.003209,-
562,0.000675,0.003263,-
563,0.000684,0.003297,-
564,0.000692,0.003293,-
565,0.000681,0.003257,-
566,0.000684,0.003382,-
567,0.000704,0.003818,-
568,0.000676,0.003397,-
569,0.000692,0.003465,-
570,0.000676,0.003502,-
571,0.000753,0.003347,-
572,0.000762,0.003480,-
573,0.000745,0.003365,-
574,0.000731,0.003340,-
575,0.000701,0.003312,-
576,0.000712,0.003394,-
577,0.000722,0.003494,-
578,0.000733,0.003525,-
579,0.000717,0.003618,-
580,0.000729,0.003496,-
581,0.000700,0.003477,-
582,0.000719,0.003527,-
583,0.000741,0.003501,-
584,0.000740,0.003579,-
585,0.000719,0.003401,-
586,0.000793,0.003383,-
587,0.000709,0.003430,-
588,0.000731,0.003482,-
589,0.000716,0.003448,-
590,0.000736,0.003514,-
591,0.000748,0.003687,-
592,0.000737,0.003519,-
593,0.000756,0.003663,-
594,0.000741,0.003617,-
595,0.000843,0.004110,-
596,0.000795,0.003564,-
597,0.000747,0.003497,-
598,0.000782,0.003583,-
599,0.000742,0.003590,-
600,0.000746,0.004004,-
601,0.000745,0.003655,-
602,0.000898,0.007341,-
603,0.000870,0.004280,-
604,0.001190,0.004450,-
605,0.000818,0.003902,-
606,0.000773,0.004022,-
607,0.001041,0.003916,-
608,0.000786,0.003723,-
609,0.000790,0.003822,-
610,0.000788,0.003822,-
611,0.000772,0.003893,-
612,0.000796,0.003865,-
613,0.000785,0.003924,-
614,0.000821,0.003820,-
615,0.000935,0.004327,-
616,0.000816,0.004297,-
617,0.000809,0.003903,-
618,0.000884,0.003906,-
619,0.000816,0.004088,-
620,0.000815,0.003811,-
621,0.000813,0.003845,-
622,0.000829,0.004054,-
623,0.000825,0.004052,-
624,0.000824,0.003855,-
625,0.000898,0.003890,-
626,0.000821,0.003834,-
627,0.000839,0.003921,-
628,0.000832,0.004368,-
629,0.000893,0.004236,-
630,0.000949,0.004147,-
631,0.000850,0.004137,-
632,0.000918,0.003963,-
633,0.001259,0.004630,-
634,0.001071,0.004282,-
635,0.000878,0.004186,-
636,0.001064,0.005131,-
637,0.001002,0.005528,-
638,0.000864,0.004260,-
639,0.000975,0.004349,-
640,0.001481,0.005629,-
641,0.000911,0.005972,-
642,0.001487,0.004451,-
643,0.000915,0.004207,-
644,0.000993,0.004422,-
645,0.000891,0.004362,-
646,0.000920,0.004066,-
647,0.000887,0.004210,-
648,0.000880,0.004386,-
649,0.001035,0.004414,-
650,0.000947,0.004335,-
651,0.000935,0.004297,-
652,0.000902,0.004156,-
653,0.001038,0.004266,-
654,0.000922,0.004349,-
655,0.001035,0.004252,-
656,0.000907,0.004256,-
657,0.000908,0.004268,-
658,0.000910,0.004269,-
659,0.000903,0.004486,-
660,0.000950,0.004274,-
661,0.000914,0.004243,-
662,0.000895,0.004280,-
663,0.000924,0.004360,-
664,0.001018,0.004324,-
665,0.000924,0.004326,-
666,0.000992,0.004391,-
667,0.000934,0.004336,-
668,0.000937,0.004606,-
669,0.000983,0.004323,-
670,0.001052,0.004463,-
671,0.000945,0.004358,-
672,0.000989,0.004733,-
673,0.000931,0.004580,-
674,0.000969,0.004519,-
675,0.000945,0.004512,-
676,0.000954,0.004824,-
677,0.000953,0.004501,-
678,0.000995,0.004605,-
679,0.001349,0.004650,-
680,0.000948,0.005369,-
681,0.000962,0.004576,-
682,0.000985,0.004838,-
683,0.000986,0.005078,-
684,0.001390,0.004752,-
685,0.000978,0.004651,-
686,0.001011,0.004672,-
687,0.001020,0.004882,-
688,0.000989,0.004780,-
689,0.000990,0.004987,-
690,0.001230,0.005204,-
691,0.001032,0.004722,-
692,0.001034,0.005267,-
693,0.001339,0.006361,-
694,0.001086,0.005263,-
695,0.001028,0.004778,-
696,0.001000,0.004768,-
697,0.001040,0.005143,-
698,0.001045,0.005025,-
699,0.001843,0.005204,-
700,0.001349,0.004847,-
701,0.001084,0.004838,-
702,0.001036,0.004707,-
703,0.001043,0.004887,-
704,0.001079,0.005719,-
705,0.001081,0.005160,-
706,0.001037,0.005052,-
707,0.001100,0.004938,-
708,0.001048,0.005087,-
709,0.001070,0.005030,-
710,0.001074,0.004909,-
711,0.001126,0.005037,-
712,0.001112,0.005180,-
713,0.001087,0.004965,-
714,0.001079,0.005123,-
715,0.001296,0.005346,-
716,0.001082,0.005095,-
717,0.001067,0.005066,-
718,0.001366,0.005059,-
719,0.001083,0.005210,-
720,0.001125,0.005534,-
721,0.001087,0.005076,-
722,0.001104,0.007093,-
723,0.001269,0.005337,-
724,0.001115,0.005361,-
725,0.001122,0.005384,-
726,0.001261,0.005110,-
727,0.001110,0.005215,-
728,0.001156,0.005146,-
729,0.001567,0.005294,-
730,0.001507,0.006702,-
731,0.001179,0.005575,-
732,0.001154,0.005484,-
733,0.001231,0.005179,-
734,0.001261,0.005339,-
735,0.001165,0.005554,-
736,0.001184,0.005408,-
737,0.001147,0.005267,-
738,0.001374,0.005692,-
739,0.001162,0.005342,-
740,0.001321,0.005176,-
741,0.001171,0.005317,-
742,0.001608,0.006185,-
743,0.001213,0.005493,-
744,0.001365,0.005733,-
745,0.001182,0.005758,-
746,0.001215,0.005606,-
747,0.001381,0.005348,-
748,0.001177,0.005871,-
749,0.001305,0.005447,-
750,0.001201,0.005489,-
751,0.001479,0.005469,-
752,0.001207,0.005408,-
753,0.001348,0.006735,-
754,0.001210,0.005704,-
755,0.001249,0.005424,-
756,0.001239,0.005503,-
757,0.001347,0.005546,-
758,0.001233,0.005760,-
759,0.001207,0.005479,-
760,0.001415,0.005573,-
761,0.001224,0.005657,-
762,0.001208,0.005842,-
763,0.001255,0.005832,-
764,0.001259,0.005768,-
765,0.001530,0.006128,-
766,0.001306,0.005615,-
767,0.001385,0.005720,-
768,0.001327,0.005981,-
769,0.001270,0.005764,-
770,0.001232,0.005715,-
771,0.001500,0.006070,-
772,0.001358,0.005923,-
773,0.001243,0.006025,-
774,0.001285,0.005771,-
775,0.001269,0.005969,-
776,0.001401,0.005844,-
777,0.001283,0.005732,-
778,0.001285,0.005860,-
779,0.001789,0.005926,-
780,0.001331,0.006207,-
781,0.001452,0.006979,-
782,0.001316,0.007372,-
783,0.001295,0.006142,-
784,0.001363,0.005827,-
785,0.001398,0.006416,-
786,0.001334,0.006755,-
787,0.001460,0.006612,-
788,0.001354,0.005881,-
789,0.001558,0.006049,-
790,0.001333,0.006902,-
791,0.001323,0.006424,-
792,0.001431,0.005946,-
793,0.001376,0.006007,-
794,0.001434,0.005935,-
795,0.001407,0.006099,-
796,0.001649,0.006455,-
797,0.001580,0.006538,-
798,0.001432,0.006040,-
799,0.001360,0.006059,-
800,0.001359,0.006095,-
801,0.001347,0.006399,-
802,0.001361,0.006709,-
803,0.001487,0.006164,-
804,0.001374,0.006335,-
805,0.001384,0.006130,-
806,0.001598,0.006147,-
807,0.001372,0.006834,-
808,0.001360,0.006631,-
809,0.001366,0.006281,-
810,0.001461,0.006620,-
811,0.001617,0.007064,-
812,0.001483,0.007013,-
813,0.002046,0.006990,-
814,0.001411,0.006580,-
815,0.001584,0.007551,-
816,0.001521,0.006600,-
817,0.001428,0.007181,-
818,0.001419,0.007158,-
819,0.001498,0.006401,-
820,0.001435,0.006601,-
821,0.001483,0.006553,-
822,0.001623,0.006356,-
823,0.001425,0.007258,-
824,0.001623,0.006913,-
825,0.001515,0.006541,-
826,0.001416,0.006548,-
827,0.001574,0.006421,-
828,0.001444,0.006472,-
829,0.001629,0.006441,-
830,0.001431,0.006889,-
831,0.001484,0.007013,-
832,0.001470,0.006627,-
833,0.001516,0.006730,-
834,0.001536,0.006863,-
835,0.001647,0.006567,-
836,0.001487,0.006847,-
837,0.001481,0.006503,-
838,0.001453,0.007017,-
839,0.001654,0.008621,-
840,0.001484,0.006812,-
841,0.001766,0.006805,-
842,0.001481,0.006636,-
843,0.001501,0.006664,-
844,0.001597,0.007007,-
845,0.001545,0.006746,-
846,0.001894,0.006873,-
847,0.001540,0.007718,-
848,0.001566,0.007496,-
849,0.001867,0.007752,-
850,0.001584,0.007317,-
851,0.001618,0.006810,-
852,0.001552,0.007104,-
853,0.001524,0.006855,-
854,0.001555,0.007187,-
855,0.001932,0.007363,-
856,0.001608,0.006995,-
857,0.001588,0.007129,-
858,0.002080,0.007354,-
859,0.001947,0.007295,-
860,0.001788,0.007166,-
861,0.001615,0.007280,-
862,0.001610,0.007387,-
863,0.001651,0.007106,-
864,0.001608,0.007634,-
865,0.001976,0.007251,-
866,0.002025,0.007674,-
867,0.002174,0.007450,-
868,0.002180,0.008229,-
869,0.002021,0.009303,-
870,0.001642,0.007345,-
871,0.001636,0.007688,-
872,0.001824,0.007782,-
873,0.001635,0.008118,-
874,0.001993,0.007830,-
875,0.002196,0.007791,-
876,0.001898,0.008898,-
877,0.001787,0.007814,-
878,0.001616,0.007581,-
879,0.001720,0.007858,-
880,0.001869,0.007626,-
881,0.001691,0.009088,-
882,0.002112,0.011533,-
883,0.002706,0.014473,-
884,0.001936,0.007710,-
885,0.001752,0.007373,-
886,0.001743,0.007742,-
887,0.001694,0.007629,-
888,0.001726,0.007388,-
889,0.001663,0.007628,-
890,0.002337,0.007701,-
891,0.002037,0.007562,-
892,0.001756,0.007636,-
893,0.001780,0.007713,-
894,0.001688,0.008821,-
895,0.001734,0.007815,-
896,0.002086,0.009098,-
897,0.002584,0.007826,-
898,0.001816,0.008632,-
899,0.001883,0.008060,-
900,0.001980,0.008062,-
901,0.002098,0.008220,-
902,0.001801,0.008002,-
903,0.001985,0.008452,-
904,0.001893,0.009407,-
905,0.002203,0.009508,-
906,0.001837,0.009166,-
907,0.001828,0.008270,-
908,0.001804,0.007938,-
909,0.001770,0.008799,-
910,0.001858,0.008346,-
911,0.002053,0.008415,-
912,0.001887,0.010102,-
913,0.001950,0.007997,-
914,0.001750,0.007939,-
915,0.001850,0.008216,-
916,0.001780,0.008708,-
917,0.001881,0.008335,-
918,0.001953,0.008207,-
919,0.001862,0.008288,-
920,0.001973,0.009293,-
921,0.001855,0.008814,-
922,0.001889,0.008071,-
923,0.001811,0.008239,-
924,0.001909,0.008392,-
925,0.001808,0.008628,-
926,0.001849,0.008031,-
927,0.001935,0.008441,-
928,0.001860,0.007980,-
929,0.001863,0.008268,-
930,0.001885,0.008166,-
931,0.001849,0.009314,-
932,0.002286,0.009133,-
933,0.002513,0.008210,-
934,0.001840,0.008411,-
935,0.001894,0.008418,-
936,0.002240,0.008577,-
937,0.002161,0.008408,-
938,0.001935,0.008271,-
939,0.001890,0.008799,-
940,0.002808,0.008716,-
941,0.002829,0.008552,-
942,0.002252,0.008191,-
943,0.002366,0.010061,-
944,0.002289,0.009901,-
945,0.002452,0.009784,-
946,0.002307,0.011398,-
947,0.003333,0.019603,-
948,0.002231,0.010051,-
949,0.001965,0.011345,-
950,0.002783,0.008674,-
951,0.001944,0.008740,-
952,0.001965,0.008981,-
953,0.001986,0.008726,-
954,0.001967,0.008534,-
955,0.001962,0.008582,-
956,0.001942,0.008826,-
957,0.001970,0.010269,-
958,0.002010,0.009010,-
959,0.002049,0.009537,-
960,0.002001,0.008744,-
961,0.001985,0.008883,-
962,0.001994,0.008876,-
963,0.001988,0.008959,-
964,0.002181,0.008724,-
965,0.002008,0.009451,-
966,0.002086,0.008850,-
967,0.002198,0.009560,-
968,0.002011,0.008951,-
969,0.001984,0.009888,-
970,0.001984,0.009076,-
971,0.002038,0.008977,-
972,0.001998,0.008919,-
973,0.002086,0.008946,-
974,0.002097,0.008977,-
975,0.002079,0.008738,-
976,0.003483,0.010080,-
977,0.002929,0.010698,-
978,0.002121,0.009964,-
979,0.002370,0.008802,-
980,0.002058,0.008825,-
981,0.002032,0.009039,-
982,0.002059,0.009423,-
983,0.002057,0.008787,-
984,0.002087,0.008995,-
985,0.002093,0.009128,-
986,0.002043,0.008956,-
987,0.002064,0.008893,-
988,0.002073,0.009031,-
989,0.002129,0.009145,-
